0,1,2,3,4,5,6,7
infinitive,a avea,,,,,,
gerund,având,,,,,,
past participle,avut,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,am,ai,are,avem,aveți,au,
imperfect,aveam,aveai,avea,aveam,aveați,aveau,
simple perfect,avui,avuși,avu,avurăm,avurăți,avură,
pluperfect,avusem,avuseși,avuse,avuserăm,avuserăți,avuseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să am,să ai,să aibă,să avem,să aveți,să aibă,
imperative,,—,tu,—,—,voi,—
affirmative,,ai,,,aveți,,
negative,,nu avea,,,nu aveți,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,am,ai,a,am,ați,au,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,aș,ai,ar,am,ați,ar,
