0,1,2,3,4
dostça  dostla,,dostluk  dostsa,,dostsuz  dostsuzluk
dost hayatı,,dost hayatı yaşamak,,
,singular (tekil),plural (çoğul),,
nominative (yalın),dost,dostlar,,
definite accusative (belirtme),dostu,dostları,,
dative (yönelme),dosta,dostlara,,
locative (bulunma),dostta,dostlarda,,
ablative (çıkma),dosttan,dostlardan,,
genitive (tamlayan),dostun,dostların,,
benim (my),singular (tekil),plural (çoğul),,
nominative (yalın),dostum,dostlarım,,
definite accusative (belirtme),dostumu,dostlarımı,,
dative (yönelme),dostuma,dostlarıma,,
locative (bulunma),dostumda,dostlarımda,,
ablative (çıkma),dostumdan,dostlarımdan,,
genitive (tamlayan),dostumun,dostlarımın,,
senin (your),singular (tekil),plural (çoğul),,
nominative (yalın),dostun,dostların,,
definite accusative (belirtme),dostunu,dostlarını,,
dative (yönelme),dostuna,dostlarına,,
locative (bulunma),dostunda,dostlarında,,
ablative (çıkma),dostundan,dostlarından,,
genitive (tamlayan),dostunun,dostlarının,,
onun (her/his/its),singular (tekil),plural (çoğul),,
nominative (yalın),dostu,dostları,,
definite accusative (belirtme),dostunu,dostlarını,,
dative (yönelme),dostuna,dostlarına,,
locative (bulunma),dostunda,dostlarında,,
ablative (çıkma),dostundan,dostlarından,,
genitive (tamlayan),dostunun,dostlarının,,
bizim (our),singular (tekil),plural (çoğul),,
nominative (yalın),dostumuz,dostlarımız,,
definite accusative (belirtme),dostumuzu,dostlarımızı,,
dative (yönelme),dostumuza,dostlarımıza,,
locative (bulunma),dostumuzda,dostlarımızda,,
ablative (çıkma),dostumuzdan,dostlarımızdan,,
genitive (tamlayan),dostumuzun,dostlarımızın,,
sizin (your),singular (tekil),plural (çoğul),,
nominative (yalın),dostunuz,dostlarınız,,
definite accusative (belirtme),dostunuzu,dostlarınızı,,
dative (yönelme),dostunuza,dostlarınıza,,
locative (bulunma),dostunuzda,dostlarınızda,,
ablative (çıkma),dostunuzdan,dostlarınızdan,,
genitive (tamlayan),dostunuzun,dostlarınızın,,
onların (their),singular (tekil),plural (çoğul),,
nominative (yalın),dostları,dostları,,
definite accusative (belirtme),dostlarını,dostlarını,,
dative (yönelme),dostlarına,dostlarına,,
locative (bulunma),dostlarında,dostlarında,,
ablative (çıkma),dostlarından,dostlarından,,
genitive (tamlayan),dostlarının,dostlarının,,
simple present,singular,plural,,
ben (I am),dostum,dostlarım*,,
sen (you are),dostsun,dostlarsın*,,
o (he/she/it is),dost / dosttur,dostlar* / dostlardır*,,
biz (we are),dostuz,dostlarız,,
siz (you are),dostsunuz,dostlarsınız,,
onlar (they are),dostlar,dostlardır,,
simple past,singular,plural,,
ben (I was),dosttum,dostlardım*,,
sen (you were),dosttun,dostlardın*,,
o (he/she/it was),dosttu,dostlardı*,,
biz (we were),dosttuk,dostlardık,,
siz (you were),dosttunuz,dostlardınız,,
onlar (they were),dosttular,dostlardı,,
indirect / unwitnessed past,singular,plural,,
ben (I was),dostmuşum,dostlarmışım*,,
sen (you were),dostmuşsun,dostlarmışsın*,,
o (he/she/it was),dostmuş,dostlarmış*,,
biz (we were),dostmuşuz,dostlarmışız,,
siz (you were),dostmuşsunuz,dostlarmışsınız,,
onlar (they were),dostmuşlar,dostlarmış,,
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,,,
