0,1,2
,singular (tekil),plural (çoğul)
nominative (yalın),amsalak,amsalaklar
definite accusative (belirtme),amsalağı,amsalakları
dative (yönelme),amsalağa,amsalaklara
locative (bulunma),amsalakta,amsalaklarda
ablative (çıkma),amsalaktan,amsalaklardan
genitive (tamlayan),amsalağın,amsalakların
simple present,singular,plural
ben (I am),amsalağım,amsalaklarım*
sen (you are),amsalaksın,amsalaklarsın*
o (he/she/it is),amsalak / amsalaktır,amsalaklar* / amsalaklardır*
biz (we are),amsalağız,amsalaklarız
siz (you are),amsalaksınız,amsalaklarsınız
onlar (they are),amsalaklar,amsalaklardır
simple past,singular,plural
ben (I was),amsalaktım,amsalaklardım*
sen (you were),amsalaktın,amsalaklardın*
o (he/she/it was),amsalaktı,amsalaklardı*
biz (we were),amsalaktık,amsalaklardık
siz (you were),amsalaktınız,amsalaklardınız
onlar (they were),amsalaktılar,amsalaklardı
indirect / unwitnessed past,singular,plural
ben (I was),amsalakmışım,amsalaklarmışım*
sen (you were),amsalakmışsın,amsalaklarmışsın*
o (he/she/it was),amsalakmış,amsalaklarmış*
biz (we were),amsalakmışız,amsalaklarmışız
siz (you were),amsalakmışsınız,amsalaklarmışsınız
onlar (they were),amsalakmışlar,amsalaklarmış
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,
