0,1,2
simple present,singular,plural
ben (I am),şenim,şenlerim*
sen (you are),şensin,şenlersin*
o (he/she/it is),şen / şendir,şenler* / şenlerdir*
biz (we are),şeniz,şenleriz
siz (you are),şensiniz,şenlersiniz
onlar (they are),şenler,şenlerdir
simple past,singular,plural
ben (I was),şendim,şenlerdim*
sen (you were),şendin,şenlerdin*
o (he/she/it was),şendi,şenlerdi*
biz (we were),şendik,şenlerdik
siz (you were),şendiniz,şenlerdiniz
onlar (they were),şendiler,şenlerdi
indirect / unwitnessed past,singular,plural
ben (I was),şenmişim,şenlermişim*
sen (you were),şenmişsin,şenlermişsin*
o (he/she/it was),şenmiş,şenlermiş*
biz (we were),şenmişiz,şenlermişiz
siz (you were),şenmişsiniz,şenlermişsiniz
onlar (they were),şenmişler,şenlermiş
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,
şenlenmek > şenlendirmek  şenlik,,şenlik görmemiş  şen şakrak / şen şatır
