0,1,2,3,4
"Cognate with Old Turkic 𐰤𐰀 ‎(ne, “what, which”), Karakhanid [script needed] ‎(nē, “what”), Old Uighur [script needed] ‎(ne, “what”), Azeri nə ‎(“what”), Bashkir ни ‎(ni, “what”), Chuvash мӗн ‎(mĕn, “what”), Kazakh не ‎(ne, “what”), Khakas ниме ‎(nime, “what”), Kyrgyz не ‎(ne, “what”), Tatar ни ‎(ni, “what”), Turkmen nǟmä ‎(“what”), Tuvan чүү ‎(čüü, “what”), Uyghur نېمە ‎(nëme, “what”), Uzbek na ‎(“what”), Yakut туох ‎(tuox, “what”).",,,,
,singular (tekil),plural (çoğul),,
nominative (yalın),ne,neler,,
definite accusative (belirtme),neyi,neleri,,
dative (yönelme),neye,nelere,,
locative (bulunma),nede,nelerde,,
ablative (çıkma),neden,nelerden,,
genitive (tamlayan),nenin,nelerin,,
ne denli  ne gibi,,neli  nesi,,nesiz
nasıl  nece  neden  nere,,nesne  netekim  neyse  nice,,niçin  nitelik  niye
