0,1,2
Audio,,(file)
,singular (tekil),plural (çoğul)
nominative (yalın),yetişkin,yetişkinler
definite accusative (belirtme),yetişkini,yetişkinleri
dative (yönelme),yetişkine,yetişkinlere
locative (bulunma),yetişkinde,yetişkinlerde
ablative (çıkma),yetişkinden,yetişkinlerden
genitive (tamlayan),yetişkinin,yetişkinlerin
simple present,singular,plural
ben (I am),yetişkinim,yetişkinlerim*
sen (you are),yetişkinsin,yetişkinlersin*
o (he/she/it is),yetişkin / yetişkindir,yetişkinler* / yetişkinlerdir*
biz (we are),yetişkiniz,yetişkinleriz
siz (you are),yetişkinsiniz,yetişkinlersiniz
onlar (they are),yetişkinler,yetişkinlerdir
simple past,singular,plural
ben (I was),yetişkindim,yetişkinlerdim*
sen (you were),yetişkindin,yetişkinlerdin*
o (he/she/it was),yetişkindi,yetişkinlerdi*
biz (we were),yetişkindik,yetişkinlerdik
siz (you were),yetişkindiniz,yetişkinlerdiniz
onlar (they were),yetişkindiler,yetişkinlerdi
indirect / unwitnessed past,singular,plural
ben (I was),yetişkinmişim,yetişkinlermişim*
sen (you were),yetişkinmişsin,yetişkinlermişsin*
o (he/she/it was),yetişkinmiş,yetişkinlermiş*
biz (we were),yetişkinmişiz,yetişkinlermişiz
siz (you were),yetişkinmişsiniz,yetişkinlermişsiniz
onlar (they were),yetişkinmişler,yetişkinlermiş
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,
