0,1,2,3,4,5,6
Root,,,,,,
ר־כ־ב,,,,,,
Number,Isolated forms,With possessive pronouns,,,,
State,Form,Person,singular,plural,,
m.,f.,m.,f.,,,
singular,indefinite,רֶכֶב,first,רִכְבִּי,רִכְבֵּנוּ,
definite,הָרֶכֶב,second,רִכְבְּךָ,רִכְבֵּךְ,רִכְבְּכֶם,רִכְבְּכֶן
construct,רֶכֶב־,third,רִכְבּוֹ,רִכְבָּהּ,רִכְבָּם,רִכְבָּן
plural,indefinite,רְכָבִים,first,רכביי \ רְכָבַי,רְכָבֵינוּ,
definite,הָרְכָבִים,second,רְכָבֶיךָ,רכבייך \ רְכָבַיִךְ,רִכְבֵיכֶם,רִכְבֵיכֶן
construct,רִכְבֵי־,third,רְכָבָיו,רְכָבֶיהָ,רִכְבֵיהֶם,רִכְבֵיהֶן
non-finite forms,to-infinitive: לרכוב \ לִרְכֹּב,,,,,
finite forms,masculinesingular,femininesingular,masculineplural,feminineplural,,
past,first person,רָכַבְתִּי,רָכַבְנוּ,,,
second person,רָכַבְתָּ,רָכַבְתְּ,רְכַבְתֶּם 1,"רְכַבְתֶּן 1, 2",,
third person,רָכַב,רָכְבָה,רָכְבוּ,,,
present,all persons,רוֹכֵב,רוֹכֶבֶת,רוֹכְבִים,רוֹכְבוֹת,
future,first person,ארכוב \ אֶרְכֹּב,נרכוב \ נִרְכֹּב,,,
second person,תרכוב \ תִּרְכֹּב,תִּרְכְּבִי,תִּרְכְּבוּ,תרכובנה \ תִּרְכֹּבְנָה 3,,
third person,ירכוב \ יִרְכֹּב,תרכוב \ תִּרְכֹּב,יִרְכְּבוּ,תרכובנה \ תִּרְכֹּבְנָה 3,,
imperative,second person,רכוב \ רְכֹב,רִכְבִי,רִכְבוּ,רכובנה \ רְכֹבְנָה 3,
notes,"Pronounced רָכַבְתֶּם/ן in modern informal Hebrew  Uncommon in modern informal Hebrew, but used in formal speech and writing.  Uncommon in modern Hebrew.",,,,,
