0,1,2,3,4,5,6
Root,,,,,,
א־ה־ב,,,,,,
Number,Isolated forms,With possessive pronouns,,,,
State,Form,Person,singular,plural,,
m.,f.,m.,f.,,,
masculine singular,indefinite,אָהוּב,first,אֲהוּבִי,אֲהוּבֵנוּ,
definite,הָאָהוּב,second,אֲהוּבְךָ,אֲהוּבֵךְ,אֲהוּבְכֶם,אֲהוּבְכֶן
construct,אֲהוּב־,third,אֲהוּבוֹ,אֲהוּבָהּ,אֲהוּבָם,אֲהוּבָן
masculine plural,indefinite,אֲהוּבִים,first,אהוביי \ אֲהוּבַי,אֲהוּבֵינוּ,
definite,הָאֲהוּבִים,second,אֲהוּבֶיךָ,אהובייך \ אֲהוּבַיִךְ,אֲהוּבֵיכֶם,אֲהוּבֵיכֶן
construct,אֲהוּבֵי־,third,אֲהוּבָיו,אֲהוּבֶיהָ,אֲהוּבֵיהֶם,אֲהוּבֵיהֶן
feminine singular,indefinite,אֲהוּבָה,first,אֲהוּבָתִי,אֲהוּבָתֵנוּ,
definite,הָאֲהוּבָה,second,אֲהוּבָתְךָ,אֲהוּבָתֵךְ,אֲהוּבַתְכֶם,אֲהוּבַתְכֶן
construct,אֲהוּבַת־,third,אֲהוּבָתוֹ,אֲהוּבָתָהּ,אֲהוּבָתָם,אֲהוּבָתָן
feminine plural,indefinite,אֲהוּבוֹת,first,אהובותיי \ אֲהוּבוֹתַי,אֲהוּבוֹתֵינוּ,
definite,הָאֲהוּבוֹת,second,אֲהוּבוֹתֶיךָ,אהובותייך \ אֲהוּבוֹתַיִךְ,אֲהוּבוֹתֵיכֶם,אֲהוּבוֹתֵיכֶן
construct,אֲהוּבוֹת־,third,אֲהוּבוֹתָיו,אֲהוּבוֹתֶיהָ,אֲהוּבוֹתֵיהֶם,אֲהוּבוֹתֵיהֶן
