0,1,2,3,4,5
,present,past,,,
infinitive,ǣgha,—,,,
participle,ǣghandi,āt (ntr.),,,
active voice,indicative,subjunctive,imperative,indicative,subjunctive
iæk,ā,ǣghi,—,ātti,ātti
þū,āt,ǣghi,ǣgh,ātti,ātti
han,ā,ǣghi,—,ātti,ātti
vīr,ǣghum,ǣghum,ǣghum,āttum,āttum
īr,ǣghin,ǣghin,ǣghin,āttin,āttin
þēr,ǣghu,ǣghin,—,āttu,āttin
mediopassive voice,indicative,subjunctive,imperative,indicative,subjunctive
iæk,ǣghs,ǣghis,—,āttis,āttis
þū,ǣghs,ǣghis,—,āttis,āttis
han,ǣghs,ǣghis,—,āttis,āttis
vīr,ǣghoms,ǣghums,—,āttums,āttums
īr,ǣghins,ǣghins,—,āttins,āttins
þēr,ǣghas,ǣghins,—,āttus,āttins
,singular,plural,,,
,indefinite,definite,indefinite,definite,
nominative,ǣgha,ǣghan,ǣghor,ǣghornar,
accusative,ǣgho,ǣghona,ǣghor,ǣghornar,
dative,ǣgho,ǣghonne,ǣghom,ǣghonom,
genitive,ǣgho,ǣghonnar,ǣghna,ǣghnanna,
