0,1,2,3,4,5,6,7
infinitive,circular,,,,,,
gerund,circulando,,,,,,
past participle,"m circuláu, f circulada, n circulao, m pl circulaos, f pl circulaes",,,,,,
person,first singularyo,second singulartu,third singularél/elli,first pluralnosotros/nós,second pluralvosotros/vós,third pluralellos,
indicative,present,circulo,circules,circula,circulamos,circuláis,circulen
imperfect,circulaba,circulabes,circulaba,"circulábemos, circulábamos","circulabeis, circulabais",circulaben,
preterite,circulé,"circulasti, circulesti",circuló,circulemos,"circulastis, circulestis",circularon,
pluperfect,"circulare, circulara","circulares, circularas","circulare, circulara","circuláremos, circuláramos","circulareis, circularais","circularen, circularan",
future,circularé,circularás,circulará,circularemos,circularéis,circularán,
conditional,circularía,circularíes,circularía,"circularíemos, circularíamos","circularíeis, circularíais",circularíen,
subjunctive,present,circule,"circules, circulas",circule,circulemos,circuléis,"circulen, circulan"
imperfect,"circulare, circulara","circulares, circularas","circulare, circulara","circuláremos, circuláramos","circulareis, circularais","circularen, circularan",
imperative,—,circula,—,—,circulái,—,
