0,1,2,3,4,5,6,7
Impersonal forms,,,,,,,
Infinitive,ser,,,,,,
Gerund,siendo,,,,,,
Past participle,sío,,,,,,
Personal forms,,,,,,,
,yo,tu,él~elli/-a/-o,nosotros/-es~nós,vosotros/-es~vós,ellos/-es,
Indicative,Present,soiso,yes,ye,somos,sois,son
Imperfect preterite,yera,yeres,yera,yéremos~yéramos,yereis~yerais,yeren,
Perfect preterite,fui,fuestifuisti,foi,fuemosfuimos,fuestisfuistis,fueron,
Pluperfect preterite,fuera~fuere,fueras~fueres,fuera~fuere,fuéramos~fuéremos,fuerais~fuereis,fueran~fueren,
,yo,tu,él~elli/-a/-o,nosotros/-es~nós,vosotros/-es~vós,ellos/-es,
Subjunctive,Present,seya,seyas,seya,seyamos,seyáis,seyan
Imperfect preterite,fuera~fuere,fueras~fueres,fuera~fuere,fuéramos~fuéremos,fuerais~fuereis,fueran~fueren,
,yo,tu,él~elli/-a/-o,nosotros/-es~nós,vosotros/-es~vós,ellos/-es,
Potential,Future,seré,serás,será,seremos,seréis,serán
Conditional,sería,seríes,sería,seríamos~seríemos,seríais~seríeis,seríen,
,-,tu,vusté,nosotros/-es~nós,vosotros/-es~vós,vustedes,
Imperative,,sé,,vamos ser,sei,,
