0,1,2,3,4,5,6,7
Literary forms,singular,plural,impersonal,,,,
first,second,third,first,second,third,,
present/future,"deuaf, dof","deui, doi","daw, dêl","deuwn, down","deuwch, dewch, dowch","deuant, dônt","deuir, doir"
imperfect/conditional,"deuwn, down","deuit, doit, deuet","deuai, dôi","deuem, doem","deuech, doech","deuent, doent","deuid, doid, doed"
preterite,deuthum,daethost,daeth,daethom,daethoch,"daethont, daethant","daethpwyd, deuwyd, doed, dowd"
pluperfect,daethwn,daethit,daethai,daethem,daethech,daethent,daethid
present subjunctive,delwyf,"delych, delech","dêl, delo",delom,deloch,delont,deler
imperfect subjunctive,delwn,delit,delai,delem,delech,delent,delid
imperative,—,"dere, tyrd, tyred","deued, doed, deled","deuwn, down","deuwch, dewch, dowch","deuent, doent, delent","deuer, doer, deler"
verbal noun,"dod, dyfod, dywad, dŵad",,,,,,
verbal adjectives,dyfodol,,,,,,
Inflected colloquial forms,singular,plural,,,,,
first,second,third,first,second,third,,
preterite,"des i, dois i,deles i,deses i,dethes i","dest ti, doist ti,delest ti,desest ti,dethest ti","daeth o/e/hi, dôth o/e/hi,delodd o/e/hi,desodd o/e/hi,dethodd o/e/hi","daethon ni,delon ni,deson ni,dethon ni","daethoch chi,deloch chi,desoch chi,dethoch chi","daethon nhw,delon nhw,deson nhw,dethon nhw",
future,"do i, da i","doi di, dei di","daw o/e/hi, deith e/o/hi","down ni, dawn ni",dewch chi,"dôn nhw, dân nhw",
conditional,"down i,delwn i,deswn i,dethwn i","doet ti,delet ti,deset ti,dethet ti","dôi o/e/hi,delai o/e/hi,desai o/e/hi,dethai o/e/hi","doen ni,delen ni,desen ni,dethen ni","doech chi,delech chi,desech chi,dethech chi","doen nhw,delen nhw,desen nhw,dethen nhw",
imperative,—,"tyrd, dere",—,—,dewch,—,
"Note: All other forms are periphrastic, as usual in colloquial Welsh.",,,,,,,
