0,1,2,3,4,5,6,7
,singular,plural,impersonal,,,,
first,second,third,first,second,third,,
present/future,edliwiaf,edliwi,"edliwi, edliwia",edliwiwn,edliwiwch,edliwiant,edliwir
imperfect/conditional,edliwiwn,edliwit,edliwiai,edliwiem,edliwiech,edliwient,edliwid
preterite,edliwiais,edliwiaist,edliwiodd,edliwiasom,edliwiasoch,edliwiasant,edliwiwyd
pluperfect,edliwiaswn,edliwiasit,edliwiasai,edliwiasem,edliwiasech,edliwiasent,"edliwiasid, edliwiesid"
subjunctive,edliwiwyf,edliwiech,edliwio,edliwiom,edliwioch,edliwiont,edliwier
imperative,—,"edliwi, edliwia",edliwied,edliwiwn,edliwiwch,edliwient,edliwier
verbal noun,edliw,,,,,,
verbal adjectives,"edliwiedig, edliwedig—",,,,,,
Welsh mutation,,,,,,,
radical,soft,nasal,h-prothesis,,,,
edliw,unchanged,unchanged,hedliw,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,
