0,1,2,3,4,5
audio (Germany),,(file),,,
audio (Austria),,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist neu,sie ist neu,es ist neu,sie sind neu,
strong declension (without article),nominative,neuer,neue,neues,neue
genitive,neuen,neuer,neuen,neuer,
dative,neuem,neuer,neuem,neuen,
accusative,neuen,neue,neues,neue,
weak declension (with definite article),nominative,der neue,die neue,das neue,die neuen
genitive,des neuen,der neuen,des neuen,der neuen,
dative,dem neuen,der neuen,dem neuen,den neuen,
accusative,den neuen,die neue,das neue,die neuen,
mixed declension (with indefinite article),nominative,ein neuer,eine neue,ein neues,(keine) neuen
genitive,eines neuen,einer neuen,eines neuen,(keiner) neuen,
dative,einem neuen,einer neuen,einem neuen,(keinen) neuen,
accusative,einen neuen,eine neue,ein neues,(keine) neuen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist neuer,sie ist neuer,es ist neuer,sie sind neuer,
strong declension (without article),nominative,neuerer,neuere,neueres,neuere
genitive,neueren,neuerer,neueren,neuerer,
dative,neuerem,neuerer,neuerem,neueren,
accusative,neueren,neuere,neueres,neuere,
weak declension (with definite article),nominative,der neuere,die neuere,das neuere,die neueren
genitive,des neueren,der neueren,des neueren,der neueren,
dative,dem neueren,der neueren,dem neueren,den neueren,
accusative,den neueren,die neuere,das neuere,die neueren,
mixed declension (with indefinite article),nominative,ein neuerer,eine neuere,ein neueres,(keine) neueren
genitive,eines neueren,einer neueren,eines neueren,(keiner) neueren,
dative,einem neueren,einer neueren,einem neueren,(keinen) neueren,
accusative,einen neueren,eine neuere,ein neueres,(keine) neueren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am neuesten,sie ist am neuesten,es ist am neuesten,sie sind am neuesten,
strong declension (without article),nominative,neuester,neueste,neuestes,neueste
genitive,neuesten,neuester,neuesten,neuester,
dative,neuestem,neuester,neuestem,neuesten,
accusative,neuesten,neueste,neuestes,neueste,
weak declension (with definite article),nominative,der neueste,die neueste,das neueste,die neuesten
genitive,des neuesten,der neuesten,des neuesten,der neuesten,
dative,dem neuesten,der neuesten,dem neuesten,den neuesten,
accusative,den neuesten,die neueste,das neueste,die neuesten,
mixed declension (with indefinite article),nominative,ein neuester,eine neueste,ein neuestes,(keine) neuesten
genitive,eines neuesten,einer neuesten,eines neuesten,(keiner) neuesten,
dative,einem neuesten,einer neuesten,einem neuesten,(keinen) neuesten,
accusative,einen neuesten,eine neueste,ein neuestes,(keine) neuesten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am neusten,sie ist am neusten,es ist am neusten,sie sind am neusten,
strong declension (without article),nominative,neuster,neuste,neustes,neuste
genitive,neusten,neuster,neusten,neuster,
dative,neustem,neuster,neustem,neusten,
accusative,neusten,neuste,neustes,neuste,
weak declension (with definite article),nominative,der neuste,die neuste,das neuste,die neusten
genitive,des neusten,der neusten,des neusten,der neusten,
dative,dem neusten,der neusten,dem neusten,den neusten,
accusative,den neusten,die neuste,das neuste,die neusten,
mixed declension (with indefinite article),nominative,ein neuster,eine neuste,ein neustes,(keine) neusten
genitive,eines neusten,einer neusten,eines neusten,(keiner) neusten,
dative,einem neusten,einer neusten,einem neusten,(keinen) neusten,
accusative,einen neusten,eine neuste,ein neustes,(keine) neusten,
erneuern  Neuanfang  neuartig  Neuauflage  Neuauszählung  Neubau  Neubildung  Neudruck  Neue Deutsche Härte  Neue Deutsche Welle  Neuengland,,Neuerung  Neues Testament  Neugier  Neugierde  neugierig  Neuheit  Neuhochdeutsch  neuhochdeutsch  Neuigkeit  Neuigkeiten  Neujahr,,Neulatein  neulich  Neuling  Neumann  neumodisch  Neumond  Neuschnee  Neusprech  neustarten  Neuzeit,
