0,1,2,3,4,5
PIE roots,,,,,
*ǵʰeh₁-,,,,,
*ǵʰengʰ-,,,,,
Audio,,(file),,,
Audio (Bavarian),,(file),,,
infinitive,gehen,,,,
present participle,gehend,,,,
past participle,gegangen,,,,
auxiliary,sein,,,,
,indicative,,subjunctive,,
present,ich gehe,wir gehen,i,ich gehe,wir gehen
du gehst,ihr geht,du gehest,ihr gehet,,
er geht,sie gehen,er gehe,sie gehen,,
,,,,,
preterite,ich ging,wir gingen,ii,ich ginge,wir gingen
du gingst,ihr gingt,du gingest,ihr ginget,,
er ging,sie gingen,er ginge,sie gingen,,
,,,,,
imperative,geh (du)gehe (du),geht (ihr),,,
perfect,,,,,
indicative,ich bin gegangen,wir sind gegangen,subjunctive,ich sei gegangen,wir seien gegangen
du bist gegangen,ihr seid gegangen,du seist gegangen,ihr seiet gegangen,,
er ist gegangen,sie sind gegangen,er sei gegangen,sie seien gegangen,,
pluperfect,,,,,
indicative,ich war gegangen,wir waren gegangen,subjunctive,ich wäre gegangen,wir wären gegangen
du warst gegangen,ihr wart gegangen,du wärst gegangen,ihr wärt gegangen,,
er war gegangen,sie waren gegangen,er wäre gegangen,sie wären gegangen,,
future i,,,,,
infinitive,gehen werden,subjunctive i,ich werde gehen,wir werden gehen,
du werdest gehen,ihr werdet gehen,,,,
er werde gehen,sie werden gehen,,,,
,,,,,
indicative,ich werde gehen,wir werden gehen,subjunctive ii,ich würde gehen,wir würden gehen
du wirst gehen,ihr werdet gehen,du würdest gehen,ihr würdet gehen,,
er wird gehen,sie werden gehen,er würde gehen,sie würden gehen,,
future ii,,,,,
infinitive,gegangen sein werden,subjunctive i,ich werde gegangen sein,wir werden gegangen sein,
du werdest gegangen sein,ihr werdet gegangen sein,,,,
er werde gegangen sein,sie werden gegangen sein,,,,
,,,,,
indicative,ich werde gegangen sein,wir werden gegangen sein,subjunctive ii,ich würde gegangen sein,wir würden gegangen sein
du wirst gegangen sein,ihr werdet gegangen sein,du würdest gegangen sein,ihr würdet gegangen sein,,
er wird gegangen sein,sie werden gegangen sein,er würde gegangen sein,sie würden gegangen sein,,
abgehen  angehen  aufgehen  ausgehen  begehen  darangehen  draufgehen  eingehen,,entgehen  ergehen  herausgehen  heruntergehen  hingehen  hintergehen  losgehen  mitgehen,,nachgehen  sichergehen  übergehen  umgehen  untergehen  weitergehen  vergehen  zugehen,
