0,1,2,3,4,5
Audio,,(file),,,
Audio (Austria),,(file),,,
infinitive,verschlafen,,,,
present participle,verschlafend,,,,
past participle,verschlafen,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich verschlafe,wir verschlafen,i,ich verschlafe,wir verschlafen
du verschläfst,ihr verschlaft,du verschlafest,ihr verschlafet,,
er verschläft,sie verschlafen,er verschlafe,sie verschlafen,,
,,,,,
preterite,ich verschlief,wir verschliefen,ii,ich verschliefe,wir verschliefen
du verschliefst,ihr verschlieft,du verschliefest,ihr verschliefet,,
er verschlief,sie verschliefen,er verschliefe,sie verschliefen,,
,,,,,
imperative,verschlaf (du)verschlafe (du),verschlaft (ihr),,,
perfect,,,,,
indicative,ich habe verschlafen,wir haben verschlafen,subjunctive,ich habe verschlafen,wir haben verschlafen
du hast verschlafen,ihr habt verschlafen,du habest verschlafen,ihr habet verschlafen,,
er hat verschlafen,sie haben verschlafen,er habe verschlafen,sie haben verschlafen,,
pluperfect,,,,,
indicative,ich hatte verschlafen,wir hatten verschlafen,subjunctive,ich hätte verschlafen,wir hätten verschlafen
du hattest verschlafen,ihr hattet verschlafen,du hättest verschlafen,ihr hättet verschlafen,,
er hatte verschlafen,sie hatten verschlafen,er hätte verschlafen,sie hätten verschlafen,,
future i,,,,,
infinitive,verschlafen werden,subjunctive i,ich werde verschlafen,wir werden verschlafen,
du werdest verschlafen,ihr werdet verschlafen,,,,
er werde verschlafen,sie werden verschlafen,,,,
,,,,,
indicative,ich werde verschlafen,wir werden verschlafen,subjunctive ii,ich würde verschlafen,wir würden verschlafen
du wirst verschlafen,ihr werdet verschlafen,du würdest verschlafen,ihr würdet verschlafen,,
er wird verschlafen,sie werden verschlafen,er würde verschlafen,sie würden verschlafen,,
future ii,,,,,
infinitive,verschlafen haben werden,subjunctive i,ich werde verschlafen haben,wir werden verschlafen haben,
du werdest verschlafen haben,ihr werdet verschlafen haben,,,,
er werde verschlafen haben,sie werden verschlafen haben,,,,
,,,,,
indicative,ich werde verschlafen haben,wir werden verschlafen haben,subjunctive ii,ich würde verschlafen haben,wir würden verschlafen haben
du wirst verschlafen haben,ihr werdet verschlafen haben,du würdest verschlafen haben,ihr würdet verschlafen haben,,
er wird verschlafen haben,sie werden verschlafen haben,er würde verschlafen haben,sie würden verschlafen haben,,
