0,1,2,3,4,5
infinitive,vorbehalten,,,,
present participle,vorbehaltend,,,,
past participle,vorbehalten,,,,
auxiliary,haben,,,,
zu-infinitive,vorzubehalten,,,,
,indicative,,subjunctive,,
present,ich behalte vor,wir behalten vor,i,ich behalte vor,wir behalten vor
du behältst vor,ihr behaltet vor,du behaltest vor,ihr behaltet vor,,
er behält vor,sie behalten vor,er behalte vor,sie behalten vor,,
,,,,,
preterite,ich behielt vor,wir behielten vor,ii,ich behielte vor,wir behielten vor
du behieltest vor,ihr behieltet vor,du behieltest vor,ihr behieltet vor,,
er behielt vor,sie behielten vor,er behielte vor,sie behielten vor,,
,,,,,
imperative,behalte vor (du),behaltet vor (ihr),,,
,indicative,,subjunctive,,
present,dass ich vorbehalte,dass wir vorbehalten,i,dass ich vorbehalte,dass wir vorbehalten
dass du vorbehältst,dass ihr vorbehaltet,dass du vorbehaltest,dass ihr vorbehaltet,,
dass er vorbehält,dass sie vorbehalten,dass er vorbehalte,dass sie vorbehalten,,
,,,,,
preterite,dass ich vorbehielt,dass wir vorbehielten,ii,dass ich vorbehielte,dass wir vorbehielten
dass du vorbehieltest,dass ihr vorbehieltet,dass du vorbehieltest,dass ihr vorbehieltet,,
dass er vorbehielt,dass sie vorbehielten,dass er vorbehielte,dass sie vorbehielten,,
perfect,,,,,
indicative,ich habe vorbehalten,wir haben vorbehalten,subjunctive,ich habe vorbehalten,wir haben vorbehalten
du hast vorbehalten,ihr habt vorbehalten,du habest vorbehalten,ihr habet vorbehalten,,
er hat vorbehalten,sie haben vorbehalten,er habe vorbehalten,sie haben vorbehalten,,
pluperfect,,,,,
indicative,ich hatte vorbehalten,wir hatten vorbehalten,subjunctive,ich hätte vorbehalten,wir hätten vorbehalten
du hattest vorbehalten,ihr hattet vorbehalten,du hättest vorbehalten,ihr hättet vorbehalten,,
er hatte vorbehalten,sie hatten vorbehalten,er hätte vorbehalten,sie hätten vorbehalten,,
future i,,,,,
infinitive,vorbehalten werden,subjunctive i,ich werde vorbehalten,wir werden vorbehalten,
du werdest vorbehalten,ihr werdet vorbehalten,,,,
er werde vorbehalten,sie werden vorbehalten,,,,
,,,,,
indicative,ich werde vorbehalten,wir werden vorbehalten,subjunctive ii,ich würde vorbehalten,wir würden vorbehalten
du wirst vorbehalten,ihr werdet vorbehalten,du würdest vorbehalten,ihr würdet vorbehalten,,
er wird vorbehalten,sie werden vorbehalten,er würde vorbehalten,sie würden vorbehalten,,
future ii,,,,,
infinitive,vorbehalten haben werden,subjunctive i,ich werde vorbehalten haben,wir werden vorbehalten haben,
du werdest vorbehalten haben,ihr werdet vorbehalten haben,,,,
er werde vorbehalten haben,sie werden vorbehalten haben,,,,
,,,,,
indicative,ich werde vorbehalten haben,wir werden vorbehalten haben,subjunctive ii,ich würde vorbehalten haben,wir würden vorbehalten haben
du wirst vorbehalten haben,ihr werdet vorbehalten haben,du würdest vorbehalten haben,ihr würdet vorbehalten haben,,
er wird vorbehalten haben,sie werden vorbehalten haben,er würde vorbehalten haben,sie würden vorbehalten haben,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist vorbehalten,sie ist vorbehalten,es ist vorbehalten,sie sind vorbehalten,
strong declension (without article),nominative,vorbehaltener,vorbehaltene,vorbehaltenes,vorbehaltene
genitive,vorbehaltenen,vorbehaltener,vorbehaltenen,vorbehaltener,
dative,vorbehaltenem,vorbehaltener,vorbehaltenem,vorbehaltenen,
accusative,vorbehaltenen,vorbehaltene,vorbehaltenes,vorbehaltene,
weak declension (with definite article),nominative,der vorbehaltene,die vorbehaltene,das vorbehaltene,die vorbehaltenen
genitive,des vorbehaltenen,der vorbehaltenen,des vorbehaltenen,der vorbehaltenen,
dative,dem vorbehaltenen,der vorbehaltenen,dem vorbehaltenen,den vorbehaltenen,
accusative,den vorbehaltenen,die vorbehaltene,das vorbehaltene,die vorbehaltenen,
mixed declension (with indefinite article),nominative,ein vorbehaltener,eine vorbehaltene,ein vorbehaltenes,(keine) vorbehaltenen
genitive,eines vorbehaltenen,einer vorbehaltenen,eines vorbehaltenen,(keiner) vorbehaltenen,
dative,einem vorbehaltenen,einer vorbehaltenen,einem vorbehaltenen,(keinen) vorbehaltenen,
accusative,einen vorbehaltenen,eine vorbehaltene,ein vorbehaltenes,(keine) vorbehaltenen,
