0,1,2,3,4,5
"Inflection of erehtyä (Kotus type 52/sanoa, t-d gradation)",,,,,
indicative mood,,,,,
present tense,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,erehdyn,en erehdy,1st sing.,olen erehtynyt,en ole erehtynyt
2nd sing.,erehdyt,et erehdy,2nd sing.,olet erehtynyt,et ole erehtynyt
3rd sing.,erehtyy,ei erehdy,3rd sing.,on erehtynyt,ei ole erehtynyt
1st plur.,erehdymme,emme erehdy,1st plur.,olemme erehtyneet,emme ole erehtyneet
2nd plur.,erehdytte,ette erehdy,2nd plur.,olette erehtyneet,ette ole erehtyneet
3rd plur.,erehtyvät,eivät erehdy,3rd plur.,ovat erehtyneet,eivät ole erehtyneet
passive,erehdytään,ei erehdytä,passive,on erehdytty,ei ole erehdytty
past tense,pluperfect,,,,
person,positive,negative,person,positive,negative
1st sing.,erehdyin,en erehtynyt,1st sing.,olin erehtynyt,en ollut erehtynyt
2nd sing.,erehdyit,et erehtynyt,2nd sing.,olit erehtynyt,et ollut erehtynyt
3rd sing.,erehtyi,ei erehtynyt,3rd sing.,oli erehtynyt,ei ollut erehtynyt
1st plur.,erehdyimme,emme erehtyneet,1st plur.,olimme erehtyneet,emme olleet erehtyneet
2nd plur.,erehdyitte,ette erehtyneet,2nd plur.,olitte erehtyneet,ette olleet erehtyneet
3rd plur.,erehtyivät,eivät erehtyneet,3rd plur.,olivat erehtyneet,eivät olleet erehtyneet
passive,erehdyttiin,ei erehdytty,passive,oli erehdytty,ei ollut erehdytty
conditional mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,erehtyisin,en erehtyisi,1st sing.,olisin erehtynyt,en olisi erehtynyt
2nd sing.,erehtyisit,et erehtyisi,2nd sing.,olisit erehtynyt,et olisi erehtynyt
3rd sing.,erehtyisi,ei erehtyisi,3rd sing.,olisi erehtynyt,ei olisi erehtynyt
1st plur.,erehtyisimme,emme erehtyisi,1st plur.,olisimme erehtyneet,emme olisi erehtyneet
2nd plur.,erehtyisitte,ette erehtyisi,2nd plur.,olisitte erehtyneet,ette olisi erehtyneet
3rd plur.,erehtyisivät,eivät erehtyisi,3rd plur.,olisivat erehtyneet,eivät olisi erehtyneet
passive,erehdyttäisiin,ei erehdyttäisi,passive,olisi erehdytty,ei olisi erehdytty
imperative mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,—,—,1st sing.,—,—
2nd sing.,erehdy,älä erehdy,2nd sing.,ole erehtynyt,älä ole erehtynyt
3rd sing.,erehtyköön,älköön erehtykö,3rd sing.,olkoon erehtynyt,älköön olko erehtynyt
1st plur.,erehtykäämme,älkäämme erehtykö,1st plur.,olkaamme erehtyneet,älkäämme olko erehtyneet
2nd plur.,erehtykää,älkää erehtykö,2nd plur.,olkaa erehtyneet,älkää olko erehtyneet
3rd plur.,erehtykööt,älkööt erehtykö,3rd plur.,olkoot erehtyneet,älkööt olko erehtyneet
passive,erehdyttäköön,älköön erehdyttäkö,passive,olkoon erehdytty,älköön olko erehdytty
potential mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,erehtynen,en erehtyne,1st sing.,lienen erehtynyt,en liene erehtynyt
2nd sing.,erehtynet,et erehtyne,2nd sing.,lienet erehtynyt,et liene erehtynyt
3rd sing.,erehtynee,ei erehtyne,3rd sing.,lienee erehtynyt,ei liene erehtynyt
1st plur.,erehtynemme,emme erehtyne,1st plur.,lienemme erehtyneet,emme liene erehtyneet
2nd plur.,erehtynette,ette erehtyne,2nd plur.,lienette erehtyneet,ette liene erehtyneet
3rd plur.,erehtynevät,eivät erehtyne,3rd plur.,lienevät erehtyneet,eivät liene erehtyneet
passive,erehdyttäneen,ei erehdyttäne,passive,lienee erehdytty,ei liene erehdytty
Nominal forms,,,,,
infinitives,participles,,,,
,active,passive,,active,passive
1st,erehtyä,present,erehtyvä,erehdyttävä,
long 1st2,erehtyäkseen,past,erehtynyt,erehdytty,
2nd,inessive1,erehtyessä,erehdyttäessä,"agent1, 3",erehtymä
instructive,erehtyen,—,negative,erehtymätön,
3rd,inessive,erehtymässä,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,erehtymästä,—,,,
illative,erehtymään,—,,,
adessive,erehtymällä,—,,,
abessive,erehtymättä,—,,,
instructive,erehtymän,erehdyttämän,,,
4th,nominative,erehtyminen,,,
partitive,erehtymistä,,,,
5th2,erehtymäisillään,,,,
erehdys  erehdyttää,,erehtyminen,,erehtyväinen,
