0,1,2,3,4,5,6,7
"Inflection of koti (Kotus type 5/risti, t-d gradation)",,,,,,,
nominative,koti,kodit,,,,,
genitive,kodin,kotien,,,,,
partitive,kotia,koteja,,,,,
illative,kotiin,koteihin,,,,,
,singular,plural,,,,,
nominative,koti,kodit,,,,,
accusative,nom.,koti,kodit,,,,
gen.,kodin,,,,,,
genitive,kodin,kotien,,,,,
partitive,kotia,koteja,,,,,
inessive,kodissa,kodeissa,,,,,
elative,kodista,kodeista,,,,,
illative,kotiin,koteihin,,,,,
adessive,kodilla,kodeilla,,,,,
ablative,kodilta,kodeilta,,,,,
allative,kodille,kodeille,,,,,
essive,kotina,koteina,,,,,
translative,kodiksi,kodeiksi,,,,,
instructive,—,kodein,,,,,
abessive,koditta,kodeitta,,,,,
comitative,—,koteineen,,,,,
kodikas  kodinomainen  kodittomuus  kotiin  kotilo  kotimainen  kotiutettu  kotiuttaa  kotiuttaja  kotiutua  kotiutus  kotoa  kotona  kotouttaa  kotoutua  olla kuin kotonaan (to make oneself at home),kodikas  kodinomainen  kodittomuus  kotiin,,kotilo  kotimainen  kotiutettu  kotiuttaa,,kotiuttaja  kotiutua  kotiutus  kotoa,,kotona  kotouttaa  kotoutua  olla kuin kotonaan (to make oneself at home)
kodikas  kodinomainen  kodittomuus  kotiin,,kotilo  kotimainen  kotiutettu  kotiuttaa,,kotiuttaja  kotiutua  kotiutus  kotoa,,kotona  kotouttaa  kotoutua  olla kuin kotonaan (to make oneself at home),
kodikas  kodinomainen  kodittomuus  kotiin,,kotilo  kotimainen  kotiutettu  kotiuttaa,,kotiuttaja  kotiutua  kotiutus  kotoa,,kotona  kotouttaa  kotoutua  olla kuin kotonaan (to make oneself at home),
