0,1,2,3,4,5,6
"Inflection of ajatella (Kotus type 67/tulla, tt-t gradation)",,,,,,
indicative mood,,,,,,
present tense,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,ajattelen,en ajattele,1st sing.,olen ajatellut,en ole ajatellut,
2nd sing.,ajattelet,et ajattele,2nd sing.,olet ajatellut,et ole ajatellut,
3rd sing.,ajattelee,ei ajattele,3rd sing.,on ajatellut,ei ole ajatellut,
1st plur.,ajattelemme,emme ajattele,1st plur.,olemme ajatelleet,emme ole ajatelleet,
2nd plur.,ajattelette,ette ajattele,2nd plur.,olette ajatelleet,ette ole ajatelleet,
3rd plur.,ajattelevat,eivät ajattele,3rd plur.,ovat ajatelleet,eivät ole ajatelleet,
passive,ajatellaan,ei ajatella,passive,on ajateltu,ei ole ajateltu,
past tense,pluperfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,ajattelin,en ajatellut,1st sing.,olin ajatellut,en ollut ajatellut,
2nd sing.,ajattelit,et ajatellut,2nd sing.,olit ajatellut,et ollut ajatellut,
3rd sing.,ajatteli,ei ajatellut,3rd sing.,oli ajatellut,ei ollut ajatellut,
1st plur.,ajattelimme,emme ajatelleet,1st plur.,olimme ajatelleet,emme olleet ajatelleet,
2nd plur.,ajattelitte,ette ajatelleet,2nd plur.,olitte ajatelleet,ette olleet ajatelleet,
3rd plur.,ajattelivat,eivät ajatelleet,3rd plur.,olivat ajatelleet,eivät olleet ajatelleet,
passive,ajateltiin,ei ajateltu,passive,oli ajateltu,ei ollut ajateltu,
conditional mood,,,,,,
present,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,ajattelisin,en ajattelisi,1st sing.,olisin ajatellut,en olisi ajatellut,
2nd sing.,ajattelisit,et ajattelisi,2nd sing.,olisit ajatellut,et olisi ajatellut,
3rd sing.,ajattelisi,ei ajattelisi,3rd sing.,olisi ajatellut,ei olisi ajatellut,
1st plur.,ajattelisimme,emme ajattelisi,1st plur.,olisimme ajatelleet,emme olisi ajatelleet,
2nd plur.,ajattelisitte,ette ajattelisi,2nd plur.,olisitte ajatelleet,ette olisi ajatelleet,
3rd plur.,ajattelisivat,eivät ajattelisi,3rd plur.,olisivat ajatelleet,eivät olisi ajatelleet,
passive,ajateltaisiin,ei ajateltaisi,passive,olisi ajateltu,ei olisi ajateltu,
imperative mood,,,,,,
present,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,—,—,1st sing.,—,—,
2nd sing.,ajattele,älä ajattele,2nd sing.,ole ajatellut,älä ole ajatellut,
3rd sing.,ajatelkoon,älköön ajatelko,3rd sing.,olkoon ajatellut,älköön olko ajatellut,
1st plur.,ajatelkaamme,älkäämme ajatelko,1st plur.,olkaamme ajatelleet,älkäämme olko ajatelleet,
2nd plur.,ajatelkaa,älkää ajatelko,2nd plur.,olkaa ajatelleet,älkää olko ajatelleet,
3rd plur.,ajatelkoot,älkööt ajatelko,3rd plur.,olkoot ajatelleet,älkööt olko ajatelleet,
passive,ajateltakoon,älköön ajateltako,passive,olkoon ajateltu,älköön olko ajateltu,
potential mood,,,,,,
present,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,ajatellen,en ajatelle,1st sing.,lienen ajatellut,en liene ajatellut,
2nd sing.,ajatellet,et ajatelle,2nd sing.,lienet ajatellut,et liene ajatellut,
3rd sing.,ajatellee,ei ajatelle,3rd sing.,lienee ajatellut,ei liene ajatellut,
1st plur.,ajatellemme,emme ajatelle,1st plur.,lienemme ajatelleet,emme liene ajatelleet,
2nd plur.,ajatellette,ette ajatelle,2nd plur.,lienette ajatelleet,ette liene ajatelleet,
3rd plur.,ajatellevat,eivät ajatelle,3rd plur.,lienevät ajatelleet,eivät liene ajatelleet,
passive,ajateltaneen,ei ajateltane,passive,lienee ajateltu,ei liene ajateltu,
Nominal forms,,,,,,
infinitives,participles,,,,,
,active,passive,,active,passive,
1st,ajatella,present,ajatteleva,ajateltava,,
long 1st2,ajatellakseen,past,ajatellut,ajateltu,,
2nd,inessive1,ajatellessa,ajateltaessa,"agent1, 3",ajattelema,
instructive,ajatellen,—,negative,ajattelematon,,
3rd,inessive,ajattelemassa,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,,
elative,ajattelemasta,—,,,,
illative,ajattelemaan,—,,,,
adessive,ajattelemalla,—,,,,
abessive,ajattelematta,—,,,,
instructive,ajatteleman,ajateltaman,,,,
4th,nominative,ajatteleminen,,,,
partitive,ajattelemista,,,,,
5th2,ajattelemaisillaan,,,,,
aatella  fundeerata  funtsata  funtsia,,kelata  mietiskellä  miettiä  pohdiskella,,pohtia  pähkiä  pähkäillä  tuumailla,,tuumata  tuumia  tuumiskella
ajatelma  ajateltavissa  ajatteleminen,,ajattelu  ajatus,,,,
