0,1,2,3
Audio,,(file),
"Inflection of vaimo (Kotus type 1/valo, no gradation)",,,
nominative,vaimo,vaimot,
genitive,vaimon,vaimojen,
partitive,vaimoa,vaimoja,
illative,vaimoon,vaimoihin,
,singular,plural,
nominative,vaimo,vaimot,
accusative,nom.,vaimo,vaimot
gen.,vaimon,,
genitive,vaimon,vaimojen,
partitive,vaimoa,vaimoja,
inessive,vaimossa,vaimoissa,
elative,vaimosta,vaimoista,
illative,vaimoon,vaimoihin,
adessive,vaimolla,vaimoilla,
ablative,vaimolta,vaimoilta,
allative,vaimolle,vaimoille,
essive,vaimona,vaimoina,
translative,vaimoksi,vaimoiksi,
instructive,—,vaimoin,
abessive,vaimotta,vaimoitta,
comitative,—,vaimoineen,
aviovaimo  avovaimo  jalkavaimo  mallivaimo,,sivuvaimo  vaimoihminen  vaimoväki,
