0,1,2,3,4
"Inflection of erä (Kotus type 10/koira, no gradation)",,,,
nominative,erä,erät,,
genitive,erän,erien,,
partitive,erää,eriä,,
illative,erään,eriin,,
,singular,plural,,
nominative,erä,erät,,
accusative,nom.,erä,erät,
gen.,erän,,,
genitive,erän,erieneräinrare,,
partitive,erää,eriä,,
inessive,erässä,erissä,,
elative,erästä,eristä,,
illative,erään,eriin,,
adessive,erällä,erillä,,
ablative,erältä,eriltä,,
allative,erälle,erille,,
essive,eränä,erinä,,
translative,eräksi,eriksi,,
instructive,—,erin,,
abessive,erättä,erittä,,
comitative,—,erineen,,
erääntyä  erakko,,eri  ero,,
alkuerä  eräajo  eräalue  eräkulttuuri  eräkäsittely  eräluku  erämaa  erämies  eränkävijä  eränkäynti  eräopas  eräpallo  eräpoliisi  eräpuukko  eräpäivä,,eräreitti  eräretkeily  eräretki  erätaito  erätalous  erätauko  erävartija  erävoitto  jäännöserä  keräilyerä  koe-erä  korkoerä  kuoletuserä  kustannuserä  kuukausierä,,loppuerä  lumierä  lyhennyserä  maksuerä  menoerä  osamaksuerä  saapumiserä  tasaerä  toimituserä  tuloerä  täydennyserä  vakuutusmaksuerä  valmistuserä  välierä
