0,1,2,3,4
,singular,,,
nominative,систе́ма Бра́йляsistéma Brájlja,,,
genitive,систе́мы Бра́йляsistémy Brájlja,,,
dative,систе́ме Бра́йляsistéme Brájlja,,,
accusative,систе́му Бра́йляsistému Brájlja,,,
instrumental,"систе́мой Бра́йля, систе́мою Бра́йляsistémoj Brájlja, sistémoju Brájlja",,,
prepositional,систе́ме Бра́йляsistéme Brájlja,,,
Braille,Letter,,Braille,Letter
⠁,"А (a, 1)",⠓,"Х (h, 8)",
⠃,"Б (b, 2)",⠉,"Ц (c, 3)",
⠺,В (w),⠟,Ч (q),
⠛,"Г (g, 7)",⠱,Ш,
⠙,"Д (d, 4)",⠭,Щ (x),
⠑,"Е (e, 5)",⠷,Ъ,
⠡,Ё,⠮,Ы,
⠚,"Ж (j, 0)",⠾,Ь,
⠵,З (z),⠪,Э,
⠊,"И (i, 9)",⠳,Ю,
⠯,Й,⠫,Я,
⠅,К (k),⠠,Capital sign,
⠇,Л (l),⠼,Number sign,
⠍,М (m),⠲,Period (.),
⠝,Н (n),⠂,"Comma (,)",
⠕,О (o),⠢,Question mark (?),
⠏,П (p),⠆,Semicolon (;),
⠗,Р (r),⠖,Exclamation mark (!),
⠎,С (s),⠦,Opening quote («),
⠞,Т (t),⠴,Closing quote (»),
⠥,У (u),⠶,Bracket,
⠋,"Ф (f, 6)",⠤,Hyphen (-),
