0,1,2
Audio,,(file)
,singular,plural
nominative,օտար ‎(ōtar),օտարներ ‎(ōtarner)
dative,օտարի ‎(ōtari),օտարների ‎(ōtarneri)
ablative,օտարից ‎(ōtaricʿ),օտարներից ‎(ōtarnericʿ)
instrumental,օտարով ‎(ōtarov),օտարներով ‎(ōtarnerov)
locative,օտարում ‎(ōtarum),օտարներում ‎(ōtarnerum)
,definite forms,
nominative,օտարը/օտարն ‎(ōtarə/ōtarn),օտարները/օտարներն ‎(ōtarnerə/ōtarnern)
dative,օտարին ‎(ōtarin),օտարներին ‎(ōtarnerin)
,1st person possessive forms (my),
nominative,օտարս ‎(ōtars),օտարներս ‎(ōtarners)
dative,օտարիս ‎(ōtaris),օտարներիս ‎(ōtarneris)
ablative,օտարիցս ‎(ōtaricʿs),օտարներիցս ‎(ōtarnericʿs)
instrumental,օտարովս ‎(ōtarovs),օտարներովս ‎(ōtarnerovs)
locative,օտարումս ‎(ōtarums),օտարներումս ‎(ōtarnerums)
,2nd person possessive forms (your),
nominative,օտարդ ‎(ōtard),օտարներդ ‎(ōtarnerd)
dative,օտարիդ ‎(ōtarid),օտարներիդ ‎(ōtarnerid)
ablative,օտարիցդ ‎(ōtaricʿd),օտարներիցդ ‎(ōtarnericʿd)
instrumental,օտարովդ ‎(ōtarovd),օտարներովդ ‎(ōtarnerovd)
locative,օտարումդ ‎(ōtarumd),օտարներումդ ‎(ōtarnerumd)
,singular,plural
nominative,օտար ‎(ōtar),օտարներ ‎(ōtarner)
dative,օտարի ‎(ōtari),օտարների ‎(ōtarneri)
ablative,օտարից ‎(ōtaricʿ),օտարներից ‎(ōtarnericʿ)
instrumental,օտարով ‎(ōtarov),օտարներով ‎(ōtarnerov)
locative,—,—
,definite forms,
nominative,օտարը/օտարն ‎(ōtarə/ōtarn),օտարները/օտարներն ‎(ōtarnerə/ōtarnern)
dative,օտարին ‎(ōtarin),օտարներին ‎(ōtarnerin)
,1st person possessive forms (my),
nominative,օտարս ‎(ōtars),օտարներս ‎(ōtarners)
dative,օտարիս ‎(ōtaris),օտարներիս ‎(ōtarneris)
ablative,օտարիցս ‎(ōtaricʿs),օտարներիցս ‎(ōtarnericʿs)
instrumental,օտարովս ‎(ōtarovs),օտարներովս ‎(ōtarnerovs)
locative,—,—
,2nd person possessive forms (your),
nominative,օտարդ ‎(ōtard),օտարներդ ‎(ōtarnerd)
dative,օտարիդ ‎(ōtarid),օտարներիդ ‎(ōtarnerid)
ablative,օտարիցդ ‎(ōtaricʿd),օտարներիցդ ‎(ōtarnericʿd)
instrumental,օտարովդ ‎(ōtarovd),օտարներովդ ‎(ōtarnerovd)
locative,—,—
