0,1,2
,singular (vienaskaita),plural (daugiskaita)
nominative (vardininkas),gegužė̃,gẽgužės
genitive (kilmininkas),gegužė̃s,gegužių̃
dative (naudininkas),gẽgužei,gegužė́ms
accusative (galininkas),gẽgužę,gẽgužes
instrumental (įnagininkas),gẽguže,gegužėmìs
locative (vietininkas),gegužėjè,gegužėsè
vocative (šauksmininkas),gẽguže,gẽgužės
,singular (vienaskaita),plural (daugiskaita)
nominative (vardininkas),gegùžė,gegùžės
genitive (kilmininkas),gegùžės,gegùžių
dative (naudininkas),gegùžei,gegùžėms
accusative (galininkas),gegùžę,gegužès
instrumental (įnagininkas),gegužè,gegùžėmis
locative (vietininkas),gegùžėje,gegùžėse
vocative (šauksmininkas),gegùže,gegùžės
