0,1,2,3,4,5,6,7
Personal forms,,,,,,,
,Indicative,Conditional,Imperative,,,,
Present,Imperfect,Preterite,Future,Present,Imperfect,,
1s,V;FIN;IND;PRS;1;SG,V;FIN;IND;PST;IPFV;1;SG,V;FIN;IND;PST;PFV;1;SG,V;FIN;IND;FUT;1;SG,V;FIN;COND;PRS;1;SG,V;FIN;COND;PST;IPFV;1;SG,-
2s,V;FIN;IND;PRS;2;SG,V;FIN;IND;PST;IPFV;2;SG,V;FIN;IND;PST;PFV;2;SG,V;FIN;IND;FUT;2;SG,V;FIN;COND;PRS;2;SG,V;FIN;COND;PST;IPFV;2;SG,V;FIN;IMP;2;SG
3s,V;FIN;IND;PRS;3;SG,V;FIN;IND;PST;IPFV;3;SG,V;FIN;IND;PST;PFV;3;SG,V;FIN;IND;FUT;3;SG,V;FIN;COND;PRS;3;SG,V;FIN;COND;PST;IPFV;3;SG,V;FIN;IMP;3;SG
1p,V;FIN;IND;PRS;1;PL,V;FIN;IND;PST;IPFV;1;PL,V;FIN;IND;PST;PFV;1;PL,V;FIN;IND;FUT;1;PL,V;FIN;COND;PRS;1;PL,V;FIN;COND;PST;IPFV;1;PL,V;FIN;IMP;1;PL
2p,V;FIN;IND;PRS;2;PL,V;FIN;IND;PST;IPFV;2;PL,V;FIN;IND;PST;PFV;2;PL,V;FIN;IND;FUT;2;PL,V;FIN;COND;PRS;2;PL,V;FIN;COND;PST;IPFV;2;PL,V;FIN;IMP;2;PL
3p,V;FIN;IND;PRS;3;PL,V;FIN;IND;PST;IPFV;3;PL,V;FIN;IND;PST;PFV;3;PL,V;FIN;IND;FUT;3;PL,V;FIN;COND;PRS;3;PL,V;FIN;COND;PST;IPFV;3;PL,V;FIN;IMP;3;PL
0,V;FIN;IND;PRS;0,V;FIN;IND;PST;IPFV;0,V;FIN;IND;PST;PFV;0,V;FIN;IND;FUT;0,V;FIN;COND;PRS;0,V;FIN;COND;PST;IPFV;0,-
Impersonal forms,Mutated forms,,,,,,
Infinitive: gallout Present participle: o c'hallout Past participle: gallet (auxiliary verb: kaout),Soft mutation after a: a c'hall- Mixed mutation after e: e c'hall- Soft mutation after ne/na: ne/na c'hall-,,,,,,
Personal forms,,,,,,,
,Indicative,Conditional,Imperative,,,,
Present,Imperfect,Preterite,Future,Present,Imperfect,,
1s,gellan,gellen,gellis,gellin,gellfen,gelljen,-
2s,gellez,gelles,gelljout,gelli,gellfes,gelljes,gell
3s,gell,gelle,gellas,gello,gellfe,gellje,gellet
1p,gellomp,gellemp,gelljomp,gellimp,gellfemp,gelljemp,gellomp
2p,gellit,gellec'h,gelljoc'h,gellot,gellfec'h,gelljec'h,gellit
3p,gellont,gellent,gelljont,gellint,gellfent,gelljent,gellent
0,geller,gelled,gelljod,gellor,gellfed,gelljed,-
Impersonal forms,Mutated forms,,,,,,
Infinitive: gellout Present participle: o c'hellout Past participle: gellet (auxiliary verb: kaout),Soft mutation after a: a c'hell- Mixed mutation after e: e c'hell- Soft mutation after ne/na: ne/na c'hell-,,,,,,
Breton consonant mutation,,,,,,,
unmutated,soft,aspirate,hard,mixed,,,
gallout,c'hallout,unchanged,kallout,c'hallout,,,
