0,1,2,3,4,5,6,7,8,9
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,scaoilim,scaoileann tú; scaoilir†,"scaoileann sé, sí",scaoilimid,scaoileann sibh,scaoileann siad; scaoilid†,a scaoileann; a scaoileas /a scaoileann*; a scaoileas*,scaoiltear
past,scaoil mé; scaoileas,scaoil tú; scaoilis,"scaoil sé, sí",scaoileamar; scaoil muid,scaoil sibh; scaoileabhair,scaoil siad; scaoileadar,a scaoil /ar scaoil*,scaoileadh,
past habitual,scaoilinn,scaoilteá,"scaoileadh sé, sí",scaoilimis; scaoileadh muid,scaoileadh sibh,scaoilidís; scaoileadh siad,a scaoileadh /ar scaoileadh*,scaoiltí,
future,scaoilfidh mé; scaoilfead,scaoilfidh tú; scaoilfir†,"scaoilfidh sé, sí",scaoilfimid; scaoilfidh muid,scaoilfidh sibh,scaoilfidh siad; scaoilfid†,a scaoilfidh; a scaoilfeas /a scaoilfidh*; a scaoilfeas*,scaoilfear,
conditional,scaoilfinn,scaoilfeá,"scaoilfeadh sé, sí",scaoilfimis; scaoilfeadh muid,scaoilfeadh sibh,scaoilfidís; scaoilfeadh siad,a scaoilfeadh /ar scaoilfeadh*,scaoilfí,
subjunctive,present,go scaoile mé; go scaoilead†,go scaoile tú; go scaoilir†,"go scaoile sé, sí",go scaoilimid; go scaoile muid,go scaoile sibh,go scaoile siad; go scaoilid†,—,go scaoiltear
past,dá scaoilinn,dá scaoilteá,"dá scaoileadh sé, sí",dá scaoilimis; dá scaoileadh muid,dá scaoileadh sibh,dá scaoilidís; dá scaoileadh siad,—,dá scaoiltí,
imperative,scaoilim,scaoil,"scaoileadh sé, sí",scaoilimis,scaoiligí; scaoilidh†,scaoilidís,—,scaoiltear,
verbal noun,scaoileadh,,,,,,,,
past participle,scaoilte,,,,,,,,
"scaoil amach ‎(“to let out; to release, loosen”)  scaoil anuas ‎(“to let down; to set down”)  scaoil as ‎(“to let out of; to fire from; to break loose from”)  scaoil chuig, scaoil chun ‎(“to let go to”)  scaoil de ‎(“to let go, release, undo”)  scaoil faoi ‎(“to set about”)",,"scaoil i ‎(“to separate into”)  scaoil le ‎(“to free from restraint; to cast to; to let go with; to make over to; to fire at”)  scaoil ó ‎(“to release from; to let go from”)  scaoil thar ‎(“to let pass over”)  scaoil thart, scaoil timpeall ‎(“to pass round”)  urscaoil ‎(“to discharge”)",,,,,,,
