0,1,2,3,4,5,6,7,8,9
,Singular,Plural (m/f),,,,,,,
Positive,Masculine,Feminine,(strong noun),(weak noun),,,,,
Nominative,fliuch,fhliuch,fliucha;fhliucha²,,,,,,
Vocative,fhliuch,fliucha,,,,,,,
Genitive,fliche,fliucha,fliuch,,,,,,
Dative,fliuch;fhliuch¹,fhliuch,fliucha;fhliucha²,,,,,,
Comparative,níos fliche,,,,,,,,
Superlative,is fliche,,,,,,,,
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,fliuchaim,fliuchann tú; fliuchair†,"fliuchann sé, sí",fliuchaimid,fliuchann sibh,fliuchann siad; fliuchaid†,a fhliuchann; a fhliuchas /a bhfliuchann*; a bhfliuchas*,fliuchtar
past,d'fhliuch mé; d'fhliuchas /fhliuch mé‡; fhliuchas‡,d'fhliuch tú; d'fhliuchais /fhliuch tú; fhliuchais‡,"d'fhliuch sé, sí /fhliuch sé, sí‡",d'fhliuchamar; d'fhliuch muid /fhliuchamar; fhliuch muid‡,d'fhliuch sibh; d'fhliuchabhair /fhliuch sibh; fhliuchabhair‡,d'fhliuch siad; d'fhliuchadar /fhliuch siad; fhliuchadar‡,a d'fhliuch /ar fhliuch*,fliuchadh,
past habitual,d'fhliuchainn /fhliuchainn‡,d'fhliuchtá /fhliuchtá‡,"d'fhliuchadh sé, sí /fhliuchadh sé, sí‡",d'fhliuchaimis; d'fhliuchadh muid /fhliuchaimis; fhliuchadh muid‡,d'fhliuchadh sibh /fhliuchadh sibh‡,d'fhliuchaidís; d'fhliuchadh siad /fhliuchaidís; fhliuchadh siad‡,a d'fhliuchadh /ar fhliuchadh*,d'fhliuchtaí /fhliuchtaí‡,
future,fliuchfaidh mé; fliuchfad,fliuchfaidh tú; fliuchfair†,"fliuchfaidh sé, sí",fliuchfaimid; fliuchfaidh muid,fliuchfaidh sibh,fliuchfaidh siad; fliuchfaid†,a fhliuchfaidh; a fhliuchfas /a bhfliuchfaidh*; a bhfliuchfas*,fliuchfar,
conditional,d'fhliuchfainn /fhliuchfainn‡,d'fhliuchfá /fhliuchfá‡,"d'fhliuchfadh sé, sí /fhliuchfadh sé, sí‡",d'fhliuchfaimis; d'fhliuchfadh muid /fhliuchfaimis; fhliuchfadh muid‡,d'fhliuchfadh sibh /fhliuchfadh sibh‡,d'fhliuchfaidís; d'fhliuchfadh siad /fhliuchfaidís; fhliuchfadh siad‡,a d'fhliuchfadh /ar fhliuchfadh*,d'fhliuchfaí /fhliuchfaí‡,
subjunctive,present,go bhfliucha mé; go bhfliuchad†,go bhfliucha tú; go bhfliuchair†,"go bhfliucha sé, sí",go bhfliuchaimid; go bhfliucha muid,go bhfliucha sibh,go bhfliucha siad; go bhfliuchaid†,—,go bhfliuchtar
past,dá bhfliuchainn,dá bhfliuchtá,"dá bhfliuchadh sé, sí",dá bhfliuchaimis; dá bhfliuchadh muid,dá bhfliuchadh sibh,dá bhfliuchaidís; dá bhfliuchadh siad,—,dá bhfliuchtaí,
imperative,fliuchaim,fliuch,"fliuchadh sé, sí",fliuchaimis,fliuchaigí; fliuchaidh†,fliuchaidís,—,fliuchtar,
verbal noun,fliuchadh,,,,,,,,
past participle,fliuchta,,,,,,,,
Irish mutation,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,
fliuch,fhliuch,bhfliuch,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
