0,1,2,3,4,5,6,7,8,9
"aongheal ‎(“all-bright”, adj)  bonn geal m ‎(“silver coin”)  ceanngheal ‎(“white-headed”, adj)  fíon geal m ‎(“white wine”)",,"gealacán m ‎(“white of egg, of eye; kneecap”)  gealach f ‎(“moon”)  gealán m ‎(“aurora”)",,"geal-liath ‎(“white”, adj) (of hair)  gile f ‎(“whiteness, brightness”)  plúr geal m ‎(“white flour”)",,,,,
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,gealaim,gealann tú; gealair†,"gealann sé, sí",gealaimid,gealann sibh,gealann siad; gealaid†,a ghealann; a ghealas /a ngealann*; a ngealas*,gealtar
past,gheal mé; ghealas,gheal tú; ghealais,"gheal sé, sí",ghealamar; gheal muid,gheal sibh; ghealabhair,gheal siad; ghealadar,a gheal /ar gheal*,gealadh,
past habitual,ghealainn,ghealtá,"ghealadh sé, sí",ghealaimis; ghealadh muid,ghealadh sibh,ghealaidís; ghealadh siad,a ghealadh /ar ghealadh*,ghealtaí,
future,gealfaidh mé; gealfad,gealfaidh tú; gealfair†,"gealfaidh sé, sí",gealfaimid; gealfaidh muid,gealfaidh sibh,gealfaidh siad; gealfaid†,a ghealfaidh; a ghealfas /a ngealfaidh*; a ngealfas*,gealfar,
conditional,ghealfainn,ghealfá,"ghealfadh sé, sí",ghealfaimis; ghealfadh muid,ghealfadh sibh,ghealfaidís; ghealfadh siad,a ghealfadh /ar ghealfadh*,ghealfaí,
subjunctive,present,go ngeala mé; go ngealad†,go ngeala tú; go ngealair†,"go ngeala sé, sí",go ngealaimid; go ngeala muid,go ngeala sibh,go ngeala siad; go ngealaid†,—,go ngealtar
past,dá ngealainn,dá ngealtá,"dá ngealadh sé, sí",dá ngealaimis; dá ngealadh muid,dá ngealadh sibh,dá ngealaidís; dá ngealadh siad,—,dá ngealtaí,
imperative,gealaim,geal,"gealadh sé, sí",gealaimis,gealaigí; gealaidh†,gealaidís,—,gealtar,
verbal noun,gealadh,,,,,,,,
past participle,gealta,,,,,,,,
Irish mutation,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,
geal,gheal,ngeal,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
