0,1,2,3,4,5,6,7,8
,1st sing.,2d sing.,3d sing.,Passive sing.,,,,
1st pl.,2d pl.,3d pl.,Passive pl.,,,,,
Present indicative,,,,,,,,·scríbthar
,,,,,,,,
,·scríbam,,,,,scríbtair,"·scríbtar, ·scríbatar",
,,,,,,,,
Imperfect indicative,,,·scríbad,,,,,
,,,,,,,,
Preterite,,·scríbus,,·scríbais,,·scríb,,·scríbad
,,,,,,,,
,·scríbsam,,,,,,,
,,,,,,,,
Perfect,ro·scríbus,,ro·scríbais,,ro·scríb,,ro·scríbad,
ro·scríbsam,,,,,,,,
Future,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Conditional,,,,,,,,
,,,,,,,,
Present subjunctive,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Past subjunctive,,,,,,,,
,,,,,,,,
Imperative,,,,,,,,
,,,,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,
