0,1,2,3,4,5,6
Audio,,(file),,,,
infinitive,essere,,,,,
auxiliary verb,essere,gerund,essendo,,,
present participle,essente,past participle,stato,,,
person,singular,plural,,,,
first,second,third,first,second,third,
indicative,io,tu,"lui/lei, esso/essa",noi,voi,"loro, essi/esse"
present,sono,sei,è,siamo,siete,sono
imperfect,ero,eri,era,eravamo,eravate,erano
past historic,fui,fosti,fu,fummo,foste,furono
future,sarò,sarai,sarà,saremo,sarete,saranno
conditional,io,tu,"lui/lei, esso/essa",noi,voi,"loro, essi/esse"
present,sarei,saresti,sarebbe,saremmo,sareste,sarebbero
subjunctive,che io,che tu,"che lui/che lei, che esso/che essa",che noi,che voi,"che loro, che essi/che esse"
present,sia,sia,sia,siamo,siate,siano
imperfect,fossi,fossi,fosse,fossimo,foste,fossero
imperative,—,tu,Lei,noi,voi,Loro
,"sii, non essere",sia,siamo,siate,siano,
