0,1,2,3,4,5,6
Audio,,(file),,,,
infinitive,fare,,,,,
auxiliary verb,avere,gerund,facendo,,,
present participle,facente,past participle,fatto,,,
person,singular,plural,,,,
first,second,third,first,second,third,
indicative,io,tu,"lui/lei, esso/essa",noi,voi,"loro, essi/esse"
present,"faccio, fo",fai,fa,facciamo,fate,fanno
imperfect,facevo,facevi,faceva,facevamo,facevate,facevano
past historic,feci,facesti,fece,facemmo,faceste,fecero
future,farò,farai,farà,faremo,farete,faranno
conditional,io,tu,"lui/lei, esso/essa",noi,voi,"loro, essi/esse"
present,farei,faresti,farebbe,faremmo,fareste,farebbero
subjunctive,che io,che tu,"che lui/che lei, che esso/che essa",che noi,che voi,"che loro, che essi/che esse"
present,faccia,faccia,faccia,facciamo,facciate,facciano
imperfect,facessi,facessi,facesse,facessimo,faceste,facessero
imperative,—,tu,Lei,noi,voi,Loro
,"fa, fai, fa', non fare",faccia,facciamo,fate,facciano,
faccenda  facile  facsimile  fai da te  farcela  fare una stanza  fare le pulizie  fare i piatti  fare quattro passi,,fare bancarotta  fare fuori  farsela  farsene  farsi,,,,
